stagione,player_id,nome_giocatore,squadra_sigla,ruolo_classic,ruolo_mantra,quotazione_iniziale,quotazione_attuale,fvm
2024-25,5506,Ekuban,GEN,a,a,9.0,10.0,12.0
2024-25,5719,Asllani,INT,c,m|c,5.0,10.0,24.0
2024-25,5831,Gatti,JUV,d,dc,7.0,10.0,15.0
2024-25,4911,Douglas Luiz,JUV,c,c,20.0,10.0,10.0
2024-25,6556,Noslin,LAZ,a,a,16.0,10.0,10.0
2024-25,5835,Baschirotto,LEC,d,dd|dc,9.0,10.0,18.0
2024-25,6634,Tete Morente,LEC,c,w,9.0,10.0,25.0
2024-25,6549,Pierotti,LEC,a,w|a,4.0,10.0,19.0
2024-25,4401,Gabbia,MIL,d,dc,4.0,10.0,12.0
2024-25,5298,Pobega,BOL,c,m|c,2.0,10.0,19.0
2024-25,6666,Bernabe',PAR,c,c|t,14.0,10.0,22.0
2024-25,4317,N'Dicka,ROM,d,dc,8.0,10.0,27.0
2024-25,2544,Abraham,MIL,a,pc,13.0,10.0,39.0
2024-25,5850,Lovric,UDI,c,c,10.0,10.0,23.0
2024-25,5504,Coulibaly L.,LEC,c,m|c,5.0,10.0,20.0
2024-25,4867,Turati,MON,p,por,8.0,10.0,7.0
2024-25,6966,Butez,COM,p,por,2.0,10.0,28.0
2024-25,6024,Sulemana I.,ATA,c,m|c,2.0,9.0,7.0
2024-25,4210,Mina,CAG,d,dc,8.0,9.0,23.0
2024-25,4870,Adopo,CAG,c,m|c,2.0,9.0,14.0
2024-25,440,Viola,CAG,c,c|t,6.0,9.0,20.0
2024-25,4378,Ranieri L.,FIO,d,ds|dc,7.0,9.0,16.0
2024-25,5739,De Winter,GEN,d,dd|dc,6.0,9.0,22.0
2024-25,152,Zielinski,INT,c,c|t,11.0,9.0,16.0
2024-25,5833,Gila,LAZ,d,dc,5.0,9.0,22.0
2024-25,4459,Rovella,LAZ,c,m|c,7.0,9.0,23.0
2024-25,6632,Gaspar K.,LEC,d,dc,3.0,9.0,22.0
2024-25,4976,Kalulu,JUV,d,dd|dc,4.0,9.0,23.0
2024-25,4199,Loftus-Cheek,MIL,c,c|t,19.0,9.0,8.0
2024-25,5840,Olivera,NAP,d,b|ds|e,7.0,9.0,20.0
2024-25,4287,Lobotka,NAP,c,m|c,9.0,9.0,21.0
2024-25,4385,Lazaro,TOR,d,e,4.0,9.0,23.0
2024-25,5453,Ricci S.,TOR,c,m|c,8.0,9.0,21.0
2024-25,5555,Kamara H.,UDI,d,ds|e,5.0,9.0,14.0
2024-25,6672,Idzes,VEN,d,dc,4.0,9.0,18.0
2024-25,5507,Busio,VEN,c,c,7.0,9.0,14.0
2024-25,5881,Gytkjaer,VEN,a,pc,5.0,9.0,12.0
2024-25,236,Lazovic,VER,c,w,10.0,9.0,8.0
2024-25,5022,Pavlovic,MIL,d,dc,10.0,9.0,16.0
2024-25,6815,Fadera,COM,c,w|a,6.0,9.0,13.0
2024-25,6956,Solet,UDI,d,dc,5.0,9.0,42.0
2024-25,6994,Perez K.,VEN,c,c|t,6.0,9.0,23.0
2024-25,345,Keita B.,MON,a,a,8.0,9.0,24.0
2024-25,787,Djimsiti,ATA,d,dc,8.0,8.0,23.0
2024-25,5354,Ruggeri,ATA,d,e,11.0,8.0,10.0
2024-25,6202,Beukema,BOL,d,dc,7.0,8.0,24.0
2024-25,4461,Zappa,CAG,d,b|dd|e,6.0,8.0,16.0
2024-25,1871,Deiola,CAG,c,m|c,4.0,8.0,11.0
2024-25,1976,Mazzitelli,COM,c,m|c,8.0,8.0,9.0
2024-25,5718,Viti,EMP,d,dc,5.0,8.0,12.0
2024-25,4498,Henderson L.,EMP,c,c|t,4.0,8.0,14.0
2024-25,4992,Gyasi,EMP,c,w,5.0,8.0,17.0
2024-25,5516,Bianco,MON,c,m|c,2.0,8.0,12.0
2024-25,6164,Vitinha O.,GEN,a,pc,12.0,8.0,22.0
2024-25,5116,Martinez Jo.,INT,p,por,2.0,8.0,1.0
2024-25,513,Acerbi,INT,d,dc,10.0,8.0,28.0
2024-25,2788,Bremer,JUV,d,dc,16.0,8.0,39.0
2024-25,4465,Fagioli,FIO,c,c|t,10.0,8.0,22.0
2024-25,460,Romagnoli,LAZ,d,dc,10.0,8.0,27.0
2024-25,2728,Pellegrini Lu.,LAZ,d,ds|e,3.0,8.0,13.0
2024-25,6439,Cheddira,NAP,a,pc,9.0,8.0,20.0
2024-25,5307,Valenti,PAR,d,dc,3.0,8.0,12.0
2024-25,4994,Vojvoda,COM,d,b|dd|e,6.0,8.0,17.0
2024-25,49,Masina,TOR,d,b|ds|e,6.0,8.0,12.0
2024-25,6462,Okoye,UDI,p,por,7.0,8.0,17.0
2024-25,5847,Bijol,UDI,d,dc,8.0,8.0,23.0
2024-25,5677,Perez N.,UDI,d,dc,7.0,8.0,15.0
2024-25,6653,Bravo,UDI,a,a,4.0,8.0,11.0
2024-25,4957,Montipo',VER,p,por,7.0,8.0,17.0
2024-25,6480,Tchatchoua,VER,d,dd|e,6.0,8.0,16.0
2024-25,4342,Duda,VER,c,m|c,7.0,8.0,17.0
2024-25,6190,Pisilli,ROM,c,c,1.0,8.0,12.0
2024-25,6802,Savona,JUV,d,b|dd|e,1.0,8.0,9.0
2024-25,4522,Amrabat,FIO,c,m|c,8.0,8.0,15.0
2024-25,6248,Stankovic F.,VEN,p,por,1.0,8.0,1.0
2024-25,5872,Helgason,LEC,c,c|t,1.0,8.0,22.0
2024-25,697,Cuadrado,ATA,d,e,4.0,8.0,15.0
2024-25,4665,Maripan,TOR,d,dc,7.0,8.0,21.0
2024-25,6904,Yeboah J.,VEN,c,w|t,3.0,8.0,17.0
2024-25,5131,Gilmour,NAP,c,m|c,7.0,8.0,17.0
2024-25,6917,Masini,GEN,c,c,1.0,8.0,18.0
2024-25,2515,Walker,MIL,d,b|dd|e,10.0,8.0,13.0
2024-25,7016,Coman F.,CAG,a,a,8.0,8.0,11.0
2024-25,1843,Radu I.,VEN,p,por,3.0,8.0,21.0
2024-25,7022,Fila,VEN,a,pc,9.0,8.0,16.0
2024-25,7023,Pellegrino M.,PAR,a,pc,3.0,8.0,28.0
2024-25,2766,Zaniolo,FIO,c,t|a,13.0,7.0,11.0
2024-25,5678,Holm,BOL,d,dd|e,9.0,7.0,12.0
2024-25,2653,Lykogiannis,BOL,d,ds|e,4.0,7.0,13.0
2024-25,2602,Varane,COM,d,dc,9.0,7.0,10.0
2024-25,6495,Comuzzo,FIO,d,dc,1.0,7.0,14.0
2024-25,5323,Martinez Quarta,FIO,d,dc,11.0,7.0,8.0
2024-25,252,Biraghi,TOR,d,b|ds|e,7.0,7.0,18.0
2024-25,2839,Sottil,MIL,c,w,9.0,7.0,12.0
2024-25,791,Sabelli,GEN,d,dd|ds|e,6.0,7.0,9.0
2024-25,4970,Messias,GEN,c,c|w,9.0,7.0,12.0
2024-25,4177,Pavard,INT,d,dd|dc,14.0,7.0,20.0
2024-25,6628,Taremi,INT,a,pc,15.0,7.0,8.0
2024-25,4237,Danilo,JUV,d,b|dd|ds,14.0,7.0,10.0
2024-25,2814,Provedel,LAZ,p,por,12.0,7.0,1.0
2024-25,6394,Ramadani,LEC,c,m|c,5.0,7.0,10.0
2024-25,4751,Tomori,MIL,d,dc,14.0,7.0,18.0
2024-25,5880,Ciurria,MON,c,e|w,5.0,7.0,10.0
2024-25,2061,Simeone,NAP,a,pc,11.0,7.0,7.0
2024-25,4245,Smalling,ROM,d,dc,8.0,7.0,12.0
2024-25,5423,Bove,FIO,c,m|c,5.0,7.0,20.0
2024-25,5422,Zalewski,INT,c,w,2.0,7.0,15.0
2024-25,5823,Baldanzi,ROM,c,t|a,8.0,7.0,14.0
2024-25,5637,Davis K.,UDI,a,pc,6.0,7.0,14.0
2024-25,5764,Coppola D.,VER,d,dc,4.0,7.0,12.0
2024-25,6683,Doumbia I.,VEN,c,m|c,1.0,7.0,9.0
2024-25,6821,Hainaut,PAR,c,e|c,1.0,7.0,11.0
2024-25,5695,Haps,VEN,d,ds|e,1.0,7.0,9.0
2024-25,6015,Berisha M.,LEC,c,c|t,1.0,7.0,9.0
2024-25,6531,Jimenez A.,MIL,d,dd|ds|e,1.0,7.0,21.0
2024-25,6151,Perrone,COM,c,m|c,4.0,7.0,18.0
2024-25,6908,Atta,UDI,c,m|c,1.0,7.0,13.0
2024-25,4677,Cornet,GEN,c,w|a,8.0,7.0,13.0
2024-25,6761,Veiga R.,JUV,c,m|c,3.0,7.0,15.0
2024-25,2640,Kolasinac,ATA,d,b|ds|e,9.0,6.0,21.0
2024-25,2130,Hateboer,ATA,d,e,6.0,6.0,11.0
2024-25,2722,Ravaglia F.,BOL,p,por,1.0,6.0,1.0
2024-25,6459,Karlsson,LEC,c,w|a,7.0,6.0,14.0
2024-25,5701,Obert,CAG,d,dc,2.0,6.0,10.0
2024-25,6232,Makoumbou,CAG,c,m|c,4.0,6.0,13.0
2024-25,247,Pavoletti,CAG,a,pc,3.0,6.0,14.0
2024-25,418,Goldaniga,COM,d,dc,3.0,6.0,13.0
2024-25,27,Grassi,EMP,c,m|c,3.0,6.0,12.0
2024-25,5336,Nzola,FIO,a,pc,6.0,6.0,12.0
2024-25,5527,Zanoli,GEN,d,dd|e,6.0,6.0,16.0
2024-25,170,Badelj,GEN,c,m|c,6.0,6.0,13.0
2024-25,4427,Malinovskyi,GEN,c,c|t,11.0,6.0,20.0
2024-25,4377,Castrovilli,MON,c,c|t,10.0,6.0,15.0
2024-25,5500,Cancellieri,PAR,a,w|a,4.0,6.0,12.0
2024-25,5867,Gendrey,LEC,d,dd|e,6.0,6.0,12.0
2024-25,4904,Mari',FIO,d,dc,7.0,6.0,17.0
2024-25,6642,Coco,TOR,d,dc,8.0,6.0,20.0
2024-25,4263,Kabasele,UDI,d,dc,3.0,6.0,7.0
2024-25,6047,Ehizibue,UDI,d,dd|e,5.0,6.0,11.0
2024-25,6481,Payero,UDI,c,c,8.0,6.0,15.0
2024-25,5492,Tessmann,VEN,c,m|c,7.0,6.0,13.0
2024-25,6458,Serdar,VER,c,m|c,5.0,6.0,12.0
2024-25,6486,Suslov,VER,c,w|t,13.0,6.0,18.0
2024-25,6680,Karlstrom,UDI,c,m|c,5.0,6.0,21.0
2024-25,4816,Emerson Royal,MIL,d,b|dd|ds,12.0,6.0,9.0
2024-25,6804,Richardson,FIO,c,m|c,8.0,6.0,9.0
2024-25,6822,Ekhator,GEN,a,pc,1.0,6.0,8.0
2024-25,2325,Karamoh,TOR,a,a,1.0,6.0,9.0
2024-25,6887,Leoni,PAR,d,dc,2.0,6.0,13.0
2024-25,6893,Kempf,COM,d,dc,3.0,6.0,14.0
2024-25,6900,Rui Modesto,UDI,c,e|w,3.0,6.0,14.0
2024-25,5532,Bradaric,VER,d,ds|e,5.0,6.0,12.0
2024-25,6985,Candè,VEN,d,ds|dc,1.0,6.0,14.0
2024-25,6766,Kelly L.,JUV,d,ds|dc,6.0,6.0,13.0
2024-25,6046,Hien,ATA,d,dc,8.0,5.0,21.0
2024-25,6042,Lucumi',BOL,d,dc,7.0,5.0,16.0
2024-25,487,De Silvestri,BOL,d,dd|e,3.0,5.0,11.0
2024-25,6640,Felici,CAG,c,e|w,5.0,5.0,13.0
2024-25,5435,Moreno Alb.,COM,d,ds|e,7.0,5.0,12.0
2024-25,6537,Goglichidze,EMP,d,dd|dc,1.0,5.0,14.0
2024-25,2819,Caputo,EMP,a,pc,5.0,5.0,15.0
2024-25,5603,Pongracic,FIO,d,dc,9.0,5.0,13.0
2024-25,2172,Barak,FIO,c,t,6.0,5.0,14.0
2024-25,2762,Kouame',EMP,a,a,4.0,5.0,11.0
2024-25,2285,Bani,GEN,d,dc,7.0,5.0,11.0
2024-25,294,Rugani,JUV,d,dc,5.0,5.0,6.0
2024-25,2263,Lazzari,LAZ,d,dd|e,5.0,5.0,10.0
2024-25,140,Hysaj,LAZ,d,dd|ds|e,4.0,5.0,6.0
2024-25,4502,Gallo,LEC,d,ds|e,5.0,5.0,13.0
2024-25,6633,Pierret,LEC,c,m|c,4.0,5.0,12.0
2024-25,6670,Charpentier,PAR,a,pc,1.0,5.0,12.0
2024-25,4657,Celik,ROM,d,dd|e,3.0,5.0,15.0
2024-25,479,Sanabria,TOR,a,pc,10.0,5.0,10.0
2024-25,6211,Zemura,UDI,d,ds|e,3.0,5.0,11.0
2024-25,6212,Zarraga,UDI,c,m|c,3.0,5.0,9.0
2024-25,2117,Kastanos,VER,c,c|t,4.0,5.0,9.0
2024-25,6644,Rocha Livramento,VER,a,pc,4.0,5.0,10.0
2024-25,6676,Engelhardt,COM,c,m|c,4.0,5.0,9.0
2024-25,1978,Sensi,MON,c,c|t,7.0,5.0,9.0
2024-25,6207,Almqvist,PAR,a,w|a,9.0,5.0,10.0
2024-25,2181,Palomino,CAG,d,dc,5.0,5.0,10.0
2024-25,186,Rebic,LEC,a,a,4.0,5.0,8.0
2024-25,6112,Iling Junior,BOL,c,w,6.0,5.0,10.0
2024-25,5626,Guilbert,LEC,d,b|dd|ds,5.0,5.0,15.0
2024-25,6892,Schingtienne,VEN,d,dd|dc,3.0,5.0,9.0
2024-25,5578,Kossounou,ATA,d,dd|dc,10.0,5.0,13.0
2024-25,6898,Keita M.,PAR,c,m|c,6.0,5.0,14.0
2024-25,6896,Van Der Brempt,COM,d,dd|e,5.0,5.0,8.0
2024-25,6975,Alberto Costa,JUV,d,dd|e,5.0,5.0,7.0
2024-25,6980,Venturino,GEN,c,w,1.0,5.0,1.0
2024-25,6986,Rensch,ROM,d,b|dd|e,5.0,5.0,10.0
2024-25,6990,Veiga D.,LEC,d,dd|e,2.0,5.0,7.0
2024-25,6867,Valle,COM,d,ds|e,3.0,5.0,11.0
2024-25,7028,Bernede,VER,c,m|c,3.0,5.0,14.0
2024-25,2792,Musso,ATA,p,por,3.0,4.0,20.0
2024-25,5067,Bakker,ATA,d,e,4.0,4.0,9.0
2024-25,6054,Moro N.,BOL,c,m|c,2.0,4.0,12.0
2024-25,5425,Urbanski,MON,c,c|w|t,5.0,4.0,14.0
2024-25,5406,Di Pardo,CAG,d,dd|e,4.0,4.0,4.0
2024-25,6230,Dossena,COM,d,dc,8.0,4.0,10.0
2024-25,4374,Walukiewicz,TOR,d,dc,4.0,4.0,12.0
2024-25,5480,Ebuehi,EMP,d,dd|e,4.0,4.0,6.0
2024-25,5450,Stojanovic,EMP,d,dd|e,4.0,4.0,5.0
2024-25,6245,Vogliacco,PAR,d,dd|dc,2.0,4.0,13.0
2024-25,358,De Sciglio,EMP,d,dd|ds|e,1.0,4.0,8.0
2024-25,5286,Akpa Akpro,MON,c,m|c,1.0,4.0,6.0
2024-25,6410,Kaba,LEC,c,m|c,1.0,4.0,7.0
2024-25,357,Calabria,BOL,d,dd|e,7.0,4.0,15.0
2024-25,2818,Bennacer,MIL,c,m|c,7.0,4.0,15.0
2024-25,5295,Musah,MIL,c,c|w,4.0,4.0,14.0
2024-25,6227,Okafor,NAP,a,a,11.0,4.0,5.0
2024-25,226,Izzo,MON,d,dc,6.0,4.0,12.0
2024-25,4925,Carboni A.,MON,d,ds|dc,5.0,4.0,9.0
2024-25,729,Pereira P.,MON,d,dd|e,5.0,4.0,11.0
2024-25,6396,Natan,NAP,d,dc,4.0,4.0,6.0
2024-25,6252,Folorunsho,FIO,c,c|t,7.0,4.0,14.0
2024-25,5353,Balogh,PAR,d,dc,1.0,4.0,10.0
2024-25,2008,Linetty,TOR,c,m|c,3.0,4.0,12.0
2024-25,5007,Ilic,TOR,c,c,7.0,4.0,9.0
2024-25,2103,Pellegri,EMP,a,pc,3.0,4.0,29.0
2024-25,6485,Kristensen T.,UDI,d,dc,5.0,4.0,10.0
2024-25,6256,Ferreira J.,UDI,d,b|dd|e,4.0,4.0,8.0
2024-25,5447,Altare,VEN,d,dc,3.0,4.0,8.0
2024-25,1952,Zampano,VEN,d,dd|ds|e,5.0,4.0,9.0
2024-25,1842,Pierini,VEN,a,a,3.0,4.0,8.0
2024-25,4493,Dawidowicz,VER,d,dc,5.0,4.0,9.0
2024-25,6631,Ghilardi,VER,d,dc,1.0,4.0,10.0
2024-25,5688,Harroui,VER,c,w|t,13.0,4.0,20.0
2024-25,6558,Tavsan,VER,a,w|a,4.0,4.0,4.0
2024-25,4982,Erlic,BOL,d,dc,6.0,4.0,7.0
2024-25,6809,Marianucci,EMP,d,dc,1.0,4.0,10.0
2024-25,6814,Norton-Cuffy,GEN,d,dd|e,4.0,4.0,6.0
2024-25,6011,Ekong,EMP,a,a,1.0,4.0,5.0
2024-25,6826,Dembele' A.,TOR,d,e,1.0,4.0,3.0
2024-25,6842,Sava,UDI,p,por,1.0,4.0,1.0
2024-25,6883,Jean,LEC,d,dc,2.0,4.0,10.0
2024-25,6914,Haj Mohamed,PAR,a,a,1.0,4.0,7.0
2024-25,6957,Valentini N.,VER,d,dc,3.0,4.0,10.0
2024-25,6969,Billing,NAP,c,c|t,5.0,4.0,13.0
2024-25,6538,Onana J.,GEN,c,m|c,5.0,4.0,11.0
2024-25,7001,N'Dri,LEC,a,w|a,3.0,4.0,7.0
2024-25,7002,Ganvoula,MON,a,pc,7.0,4.0,9.0
2024-25,7018,Nelsson,ROM,d,dc,4.0,4.0,8.0
2024-25,695,Toloi,ATA,d,dc,4.0,3.0,12.0
2024-25,6424,Prati,CAG,c,m|c,4.0,3.0,12.0
2024-25,1939,Lapadula,CAG,a,pc,9.0,3.0,5.0
2024-25,387,Reina,COM,p,por,2.0,3.0,1.0
2024-25,6395,Shpendi S.,EMP,a,a,3.0,3.0,5.0
2024-25,219,Sommariva,GEN,p,por,1.0,3.0,1.0
2024-25,6660,Marcandalli,VEN,d,dc,1.0,3.0,7.0
2024-25,4404,Thorsby,GEN,c,c,5.0,3.0,10.0
2024-25,4711,Kostic,JUV,c,e|w,4.0,3.0,5.0
2024-25,5498,Casale,BOL,d,dc,8.0,3.0,9.0
2024-25,5919,Tchaouna,LAZ,c,w,9.0,3.0,12.0
2024-25,5457,Maleh,EMP,c,c,3.0,3.0,10.0
2024-25,6055,Thiaw,MIL,d,dc,4.0,3.0,12.0
2024-25,6524,Zeroli,MON,c,c|t,1.0,3.0,11.0
2024-25,5992,Bondo,MIL,c,m|c,3.0,3.0,11.0
2024-25,256,Juan Jesus,NAP,d,ds|dc,5.0,3.0,9.0
2024-25,6402,Cajuste,NAP,c,m|c,3.0,3.0,8.0
2024-25,6665,Coulibaly W.,PAR,d,dd|ds|e,2.0,3.0,11.0
2024-25,5421,Camara D.,PAR,c,c|t,1.0,3.0,8.0
2024-25,5322,Mihaila,PAR,a,w|a,8.0,3.0,7.0
2024-25,6299,Le Fee,ROM,c,c|t,10.0,3.0,8.0
2024-25,4890,Tameze,TOR,c,m|c,5.0,3.0,8.0
2024-25,5848,Ebosele,UDI,d,dd|e,3.0,3.0,4.0
2024-25,6213,Brenner,UDI,a,a,7.0,3.0,5.0
2024-25,5676,Success,UDI,a,a,3.0,3.0,3.0
2024-25,2769,Magnani,VER,d,dc,3.0,3.0,6.0
2024-25,1891,Ceccherini,VER,d,dd|dc,3.0,3.0,5.0
2024-25,6191,Belahyane,LAZ,c,m|c,1.0,3.0,11.0
2024-25,2475,Sanchez,UDI,a,a,16.0,3.0,7.0
2024-25,6250,Maric,VEN,a,pc,1.0,3.0,9.0
2024-25,6832,Palestra,ATA,d,e,1.0,3.0,4.0
2024-25,6021,Abankwah,UDI,d,dd|dc,1.0,3.0,5.0
2024-25,6426,Pedersen,TOR,d,e,6.0,3.0,9.0
2024-25,2406,Hummels,ROM,d,dc,8.0,3.0,14.0
2024-25,6916,Ahanor,GEN,d,b|ds|e,1.0,3.0,5.0
2024-25,6920,Martins K.,MON,c,e|w,1.0,3.0,5.0
2024-25,7014,Smolcic I.,COM,d,b|dd|e,2.0,3.0,10.0
2024-25,6294,Ndour,FIO,c,m|c,4.0,3.0,12.0
2024-25,7019,Gourna-Douath,ROM,c,m|c,4.0,3.0,10.0
2024-25,5324,Godfrey,ATA,d,b|dd|ds,7.0,2.0,4.0
2024-25,6066,Posch,ATA,d,dd|dc,8.0,2.0,13.0
2024-25,5784,Aebischer,BOL,c,c|t,10.0,2.0,13.0
2024-25,6464,Wieteska,CAG,d,dc,3.0,2.0,4.0
2024-25,6438,Hatzidiakos,CAG,d,dd|dc,3.0,2.0,4.0
2024-25,6231,Azzi,CAG,d,dd|ds|e,4.0,2.0,5.0
2024-25,6598,Mutandwa,CAG,a,pc,1.0,2.0,3.0
2024-25,761,Audero,COM,p,por,9.0,2.0,1.0
2024-25,134,Barba,COM,d,ds|dc,1.0,2.0,5.0
2024-25,6656,Braunoder,COM,c,m|c,3.0,2.0,5.0
2024-25,376,Verdi,COM,c,w|t,9.0,2.0,5.0
2024-25,6657,Gabrielloni,COM,a,pc,2.0,2.0,8.0
2024-25,2161,Haas,EMP,c,m|c,2.0,2.0,3.0
2024-25,2815,Terracciano,FIO,p,por,11.0,2.0,1.0
2024-25,6244,Matturro,GEN,d,dc,1.0,2.0,6.0
2024-25,5798,Bohinen,GEN,c,m|c,1.0,2.0,1.0
2024-25,218,Perin,JUV,p,por,2.0,2.0,1.0
2024-25,6039,Cabal,JUV,d,b|ds|e,5.0,2.0,8.0
2024-25,6061,Oudin,LEC,c,w|t,7.0,2.0,8.0
2024-25,6001,Banda,LEC,a,w|a,9.0,2.0,9.0
2024-25,6418,Burnete,LEC,a,pc,1.0,2.0,1.0
2024-25,4,Sportiello,MIL,p,por,1.0,2.0,1.0
2024-25,6519,Camarda,MIL,a,pc,1.0,2.0,6.0
2024-25,2737,Bettella,MON,d,dc,2.0,2.0,3.0
2024-25,4958,Caldirola,MON,d,ds|dc,5.0,2.0,4.0
2024-25,801,Gagliardini,MON,c,m|c,5.0,2.0,4.0
2024-25,2741,Pessina,MON,c,m|c,12.0,2.0,12.0
2024-25,666,Machin,MON,c,c,2.0,2.0,3.0
2024-25,6592,Forson O.,MON,c,w|t,6.0,2.0,5.0
2024-25,6638,Marin R.,NAP,d,dc,8.0,2.0,5.0
2024-25,6145,Ngonge,NAP,a,w|a,9.0,2.0,9.0
2024-25,6663,Circati,PAR,d,dc,5.0,2.0,9.0
2024-25,5290,Estevez,PAR,c,m|c,4.0,2.0,8.0
2024-25,6667,Benedyczak,PAR,a,a,10.0,2.0,5.0
2024-25,6668,Partipilo,PAR,a,a,2.0,2.0,2.0
2024-25,4495,Kumbulla,ROM,d,dc,2.0,2.0,2.0
2024-25,6647,Dahl,ROM,d,ds|e,3.0,2.0,5.0
2024-25,6533,Giannetti L.,UDI,d,dc,4.0,2.0,7.0
2024-25,4425,Joronen,VEN,p,por,6.0,2.0,1.0
2024-25,5484,Svoboda,VEN,d,dc,4.0,2.0,9.0
2024-25,6673,Sverko,VEN,d,b|ds|e,4.0,2.0,10.0
2024-25,4458,Candela,VEN,d,dd|e,5.0,2.0,4.0
2024-25,526,Duncan,VEN,c,c,8.0,2.0,5.0
2024-25,5485,Bjarkason,VEN,c,c|w,4.0,2.0,6.0
2024-25,511,Perilli,VER,p,por,1.0,2.0,1.0
2024-25,6639,Frese,VER,d,ds|e,5.0,2.0,5.0
2024-25,6562,Dani Silva,VER,c,m|c,3.0,2.0,7.0
2024-25,6579,Mitrovic S.,VER,c,w,3.0,2.0,6.0
2024-25,4376,Zurkowski,EMP,c,c|t,10.0,2.0,9.0
2024-25,6532,Buchanan T.,INT,c,e|w,1.0,2.0,7.0
2024-25,6679,Esteves G.,UDI,d,dd|ds|e,2.0,2.0,3.0
2024-25,6682,Pizzignacco,MON,p,por,1.0,2.0,1.0
2024-25,6119,Solbakken,EMP,a,a,3.0,2.0,9.0
2024-25,6820,Sosa B.,TOR,d,e,8.0,2.0,8.0
2024-25,306,Cerri,COM,a,pc,1.0,2.0,3.0
2024-25,4284,Sergi Roberto,COM,d,e|m,9.0,2.0,10.0
2024-25,6874,Palacios T.,MON,d,dc,3.0,2.0,5.0
2024-25,5856,Sambia,EMP,d,dd|e,2.0,2.0,3.0
2024-25,6496,Bartesaghi,MIL,d,ds|e,1.0,2.0,5.0
2024-25,4807,Hermoso,ROM,d,dc,10.0,2.0,4.0
2024-25,6912,Vlahovic V.,ATA,a,pc,1.0,2.0,5.0
2024-25,6913,Lambourde,VER,a,a,1.0,2.0,3.0
2024-25,6922,Kasa,GEN,c,m|c,1.0,2.0,1.0
2024-25,4886,Pereiro,GEN,c,w|t,4.0,2.0,5.0
2024-25,696,Balotelli,GEN,a,pc,10.0,2.0,5.0
2024-25,6965,Lovik,PAR,d,ds|e,3.0,2.0,5.0
2024-25,6963,Condè,VEN,c,m|c,2.0,2.0,8.0
2024-25,6977,Otoa,GEN,d,dc,3.0,2.0,5.0
2024-25,6978,Lekovic,MON,d,dc,1.0,2.0,7.0
2024-25,6991,Siegrist,GEN,p,por,1.0,2.0,1.0
2024-25,6989,Tiago Gabriel,LEC,d,dc,1.0,2.0,1.0
2024-25,6993,Brorsson,MON,d,dc,2.0,2.0,5.0
2024-25,5540,Niasse,VER,c,m|c,2.0,2.0,11.0
2024-25,5397,Kovalenko,EMP,c,c|t,2.0,2.0,5.0
2024-25,7052,Perciun,TOR,c,t,1.0,2.0,1.0
2024-25,7060,Cacciamani,TOR,c,w|a,1.0,2.0,1.0
2024-25,2297,Rossi F.,ATA,p,por,1.0,1.0,1.0
2024-25,5526,Scalvini,ATA,d,dc,8.0,1.0,7.0
2024-25,5822,Bagnolini,BOL,p,por,1.0,1.0,1.0
2024-25,6551,Ilic M.,BOL,d,dc,1.0,1.0,1.0
2024-25,6407,Corazza,BOL,d,dd|ds|e,1.0,1.0,3.0
2024-25,6225,El Azzouzi,BOL,c,m|c,4.0,1.0,6.0
2024-25,3,Radunovic,CAG,p,por,1.0,1.0,1.0
2024-25,574,Scuffet,NAP,p,por,7.0,1.0,1.0
2024-25,6650,Sherri,CAG,p,por,1.0,1.0,1.0
2024-25,6636,Veroli,CAG,d,ds|dc,1.0,1.0,1.0
2024-25,1987,Jankto,CAG,c,e|c,3.0,1.0,6.0
2024-25,2809,Vigorito,COM,p,por,1.0,1.0,1.0
2024-25,6654,Iovine,COM,d,dd|e,3.0,1.0,5.0
2024-25,6637,Kovacik,COM,d,dd|e,1.0,1.0,1.0
2024-25,4386,Sala M.,LEC,d,ds|e,2.0,1.0,5.0
2024-25,4438,Cassandro,COM,d,dd|ds|e,1.0,1.0,1.0
2024-25,6162,Abildgaard,COM,c,m|c,1.0,1.0,2.0
2024-25,556,Baselli,COM,c,m|c,3.0,1.0,7.0
2024-25,6655,Bellemo,COM,c,m|c,1.0,1.0,1.0
2024-25,5725,Kone B.,COM,c,m|c,1.0,1.0,1.0
2024-25,6648,Jasim,COM,a,w|a,1.0,1.0,1.0
2024-25,6658,Gioacchini,COM,a,pc,1.0,1.0,1.0
2024-25,6651,Chiorra,EMP,p,por,1.0,1.0,1.0
2024-25,673,Perisan,EMP,p,por,1.0,1.0,1.0
2024-25,6203,Belardinelli,EMP,c,m|c,1.0,1.0,1.0
2024-25,6009,Degli Innocenti,EMP,c,m|c,1.0,1.0,1.0
2024-25,6403,Christensen O.,FIO,p,por,1.0,1.0,1.0
2024-25,6184,Martinelli T.,FIO,p,por,1.0,1.0,1.0
2024-25,6659,Lucchesi,VEN,d,dc,1.0,1.0,1.0
2024-25,6235,Kayode,FIO,d,dd|ds|e,5.0,1.0,5.0
2024-25,610,Gollini,ROM,p,por,10.0,1.0,1.0
2024-25,6565,Ankeye,GEN,a,pc,1.0,1.0,2.0
2024-25,1926,Di Gennaro,INT,p,por,1.0,1.0,1.0
2024-25,1930,Pinsoglio,JUV,p,por,1.0,1.0,1.0
2024-25,5533,Djalo',JUV,d,dd|dc,2.0,1.0,4.0
